frame_id,object_id,class_name,confidence,x1,y1,x2,y2,width,height
38,6,person,0.771,17,621,124,859,106,238
38,7,person,0.749,97,549,171,793,74,244
38,8,person,0.717,231,561,298,770,67,208
38,9,person,0.709,1359,573,1458,818,99,245
38,10,person,0.703,869,175,944,364,75,188
38,11,person,0.673,1184,148,1247,332,63,183
38,12,person,0.655,524,297,585,508,60,210
38,13,person,0.598,756,278,815,468,59,189
38,14,person,0.590,350,105,411,279,60,173
38,15,motorcycle,0.579,1484,576,1728,742,244,166
38,16,person,0.578,1078,144,1134,302,56,157
38,17,person,0.499,791,149,851,313,60,164
38,18,person,0.498,1239,153,1295,317,55,164
38,19,person,0.455,803,298,860,475,56,176
38,20,person,0.448,289,124,342,292,53,167
38,21,motorcycle,0.444,1288,159,1443,259,155,100
38,22,person,0.438,606,289,661,486,55,196
40,1,car,0.878,1193,317,1460,569,267,252
40,2,person,0.837,1722,457,1795,667,72,209
40,3,person,0.805,411,632,502,891,90,259
40,4,person,0.790,419,220,492,429,72,209
40,5,person,0.764,982,920,1047,1080,65,159
40,6,person,0.733,230,556,297,760,67,204
40,7,person,0.728,1358,571,1459,820,100,248
40,8,person,0.685,28,621,139,865,111,244
40,9,person,0.670,1168,146,1244,327,75,180
40,10,person,0.664,94,546,168,794,74,247
40,11,person,0.661,871,172,948,361,77,188
40,12,person,0.622,755,279,816,472,61,193
40,13,motorcycle,0.606,1483,576,1730,742,246,165
40,14,person,0.602,523,291,588,509,64,217
40,15,person,0.562,1070,143,1129,302,59,159
40,16,person,0.535,350,105,410,278,59,173
40,17,person,0.500,804,304,860,478,56,174
40,18,person,0.485,290,123,342,292,52,168
40,19,motorcycle,0.466,1285,159,1443,258,158,99
40,20,person,0.458,791,149,851,313,60,164
40,21,person,0.446,605,292,661,486,55,194
40,22,person,0.353,1484,71,1540,213,56,141
40,23,person,0.303,1486,72,1540,162,53,90
40,24,person,0.300,1232,143,1286,317,54,173
42,1,car,0.874,1193,317,1460,569,266,252
42,2,person,0.836,1721,456,1795,668,73,211
42,3,person,0.814,410,626,499,877,88,250
42,4,person,0.797,420,217,493,428,72,210
42,5,person,0.752,981,921,1045,1080,64,158
42,6,person,0.750,229,551,295,756,66,204
42,7,person,0.732,1358,571,1459,820,101,248
42,8,person,0.727,519,306,588,509,68,202
42,9,person,0.721,37,626,150,874,112,248
42,10,person,0.664,874,169,949,360,75,191
42,11,person,0.645,756,280,817,478,61,198
42,12,person,0.633,1167,149,1241,325,74,175
42,13,motorcycle,0.585,1484,577,1730,742,245,164
42,14,person,0.544,603,302,661,485,57,183
42,15,person,0.540,805,302,868,478,63,176
42,16,person,0.531,95,547,168,766,73,219
42,17,person,0.500,351,105,410,278,58,172
42,18,motorcycle,0.487,1282,158,1443,258,160,99
42,19,person,0.466,791,149,852,316,61,167
42,20,person,0.441,1065,144,1121,297,56,152
42,21,person,0.440,291,124,343,292,51,168
44,1,car,0.876,1194,316,1460,569,266,252
44,2,person,0.839,1722,457,1795,668,73,211
44,3,person,0.824,411,619,495,866,83,247
44,4,person,0.815,419,216,494,425,74,208
44,5,person,0.767,41,634,158,880,117,246
44,6,person,0.750,517,306,588,511,70,205
44,7,person,0.747,981,921,1043,1080,62,158
44,8,person,0.744,229,548,293,752,64,203
44,9,person,0.722,1165,150,1238,327,72,176
44,10,person,0.717,1358,571,1459,820,100,249
44,11,person,0.678,601,305,660,488,58,183
44,12,person,0.669,877,164,949,350,71,186
44,13,person,0.638,753,283,819,483,65,200
44,14,motorcycle,0.552,1484,578,1729,742,245,163
44,15,person,0.528,807,303,869,488,62,185
44,16,person,0.511,94,545,168,772,74,227
44,17,person,0.488,790,147,854,321,63,173
44,18,person,0.460,351,105,409,278,58,172
44,19,motorcycle,0.426,1286,159,1443,257,157,97
44,20,person,0.412,289,127,342,293,53,165
44,21,person,0.395,1227,148,1286,317,59,169
44,22,person,0.364,1060,143,1114,279,54,135
44,23,person,0.324,1486,72,1541,148,54,75
46,1,car,0.882,1194,316,1460,569,266,252
46,2,person,0.835,1722,456,1795,668,73,211
46,3,person,0.819,515,305,589,516,73,210
46,4,person,0.791,422,215,495,426,73,210
46,5,person,0.779,407,615,492,859,85,244
46,6,person,0.764,227,546,291,750,63,203
46,7,person,0.739,979,922,1041,1078,61,156
46,8,person,0.727,44,635,162,885,118,249
46,9,person,0.719,1357,570,1459,820,101,249
46,10,person,0.667,880,162,948,345,68,183
46,11,person,0.645,600,308,660,488,60,179
46,12,person,0.629,1164,147,1227,324,63,176
46,13,person,0.621,754,287,817,484,62,196
46,14,person,0.526,790,148,854,322,64,174
46,15,motorcycle,0.525,1484,576,1729,742,245,166
46,16,person,0.497,93,549,164,728,71,179
46,17,person,0.446,810,305,868,492,57,186
46,18,person,0.417,350,105,409,277,59,172
46,19,person,0.403,1056,141,1110,283,54,142
46,20,person,0.382,289,128,342,293,53,164
46,21,person,0.347,1486,72,1541,147,55,74
46,22,person,0.340,1221,155,1278,317,56,161
46,23,person,0.320,527,146,589,310,62,164
48,1,car,0.881,1194,317,1460,569,266,252
48,2,person,0.841,1722,456,1795,668,73,211
48,3,person,0.797,512,307,588,522,76,214
48,4,person,0.772,422,213,497,420,74,206
48,5,person,0.720,59,639,163,890,104,251
48,6,person,0.719,227,544,291,756,63,212
48,7,person,0.718,399,612,492,858,93,246
48,8,person,0.710,1357,570,1459,819,101,249
48,9,person,0.702,976,920,1039,1078,62,158
48,10,person,0.646,600,312,660,492,60,180
48,11,person,0.633,1161,143,1225,323,63,180
48,12,person,0.565,755,289,818,490,63,200
48,13,person,0.499,885,155,949,343,64,188
48,14,person,0.458,791,149,854,327,63,178
48,15,motorcycle,0.452,1484,577,1729,742,245,164
48,16,person,0.437,95,550,163,726,67,176
48,17,person,0.402,349,105,410,278,60,172
48,18,person,0.383,1218,149,1277,310,59,161
48,19,person,0.363,96,546,167,783,70,236
48,20,person,0.360,1486,72,1542,146,56,73
48,21,person,0.358,289,128,341,293,51,164
48,22,person,0.350,1051,139,1106,245,55,105
48,23,motorcycle,0.332,1282,163,1443,259,160,96
48,24,person,0.303,525,139,587,299,61,159
50,1,car,0.877,1193,317,1460,569,267,252
50,2,person,0.844,1722,456,1794,668,72,211
50,3,person,0.756,226,543,290,754,63,211
50,4,person,0.753,424,211,498,415,74,203
50,5,person,0.740,970,919,1038,1077,67,157
50,6,person,0.739,515,311,588,526,73,215
50,7,person,0.691,61,644,160,891,99,247
50,8,person,0.673,600,314,660,492,59,177
50,9,person,0.664,397,611,491,856,93,245
50,10,person,0.659,1357,569,1461,819,104,249
50,11,person,0.591,1159,143,1221,322,62,178
50,12,person,0.584,754,291,819,492,65,201
50,13,motorcycle,0.505,1485,577,1729,741,244,164
50,14,person,0.473,790,148,856,330,65,181
50,15,person,0.444,885,153,950,337,65,184
50,16,person,0.436,1215,151,1273,309,57,158
50,17,person,0.424,97,550,163,710,65,160
50,18,person,0.405,1044,137,1100,290,56,152
50,19,person,0.388,290,130,341,292,51,162
50,20,person,0.374,1486,72,1543,147,56,75
50,21,person,0.328,520,134,587,300,66,165
50,22,person,0.317,350,106,411,278,60,171
50,23,motorcycle,0.311,1281,160,1443,261,162,101
52,1,car,0.882,1193,317,1460,569,266,252
52,2,person,0.847,1722,456,1794,668,72,211
52,3,person,0.773,424,210,499,413,75,202
52,4,person,0.758,226,538,288,750,62,212
52,5,person,0.747,512,315,589,528,77,213
52,6,person,0.739,969,918,1035,1077,65,159
52,7,person,0.734,68,650,158,890,90,240
52,8,person,0.721,601,317,660,492,59,175
52,9,person,0.696,1154,141,1214,320,59,179
52,10,person,0.675,398,607,488,855,90,247
52,11,person,0.632,1357,570,1467,820,110,250
52,12,person,0.562,756,296,819,493,63,197
52,13,motorcycle,0.545,1484,578,1728,743,243,164
